ID,Plot,State,Dom_SPP,Focal_SPP,Transplant,Type,PSF,Census,Date,Surv1,Height,Leaves,Tiller,Long,Short,Surv2,logMass.harv,logMass.both
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,7.1,8,3,,,1,-0.4420443,-0.811710697
82,69,S,BOGR,BOGR,BOER,Live,Away,4,30-Sep-14,1,8.7,25,8,,,1,-0.2666711,-0.500760009
83,69,S,BOGR,BOGR,BOGR,Live,Home,4,30-Sep-14,1,6.3,42,11,,,1,0.359501,-0.029718
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,8.5,27,7,,,1,0.029335,-0.31113
85,77,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,6.9,13,4,,,1,-0.271167,-0.431644
86,77,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,5.8,10,2,,,1,-0.5613274,-0.873840006
87,77,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
88,77,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
89,77,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,5.2,3,1,,,1,-0.573296,-0.549372
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,6.7,7,1,,,1,-0.548891,-0.591162
91,79,S,BOER,BOER,BOGR,Live,Away,4,30-Sep-14,1,14.9,17,5,,,1,-0.049517,-0.599494
92,79,S,BOER,BOER,BOER,Live,Home,4,30-Sep-14,1,8.4,7,1,,,1,-0.3454952,-0.936211388
93,79,S,BOER,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,6.9,15,4,,,1,-0.4516517,-0.749488283
94,79,S,BOER,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
95,79,S,BOER,BOGR,BOGR,Live,Home,4,30-Sep-14,1,14.3,8,1,,,1,-0.425239,-0.802898
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,7.2,7,2,,,1,-0.449266,-0.550062
97,89,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,1,6.8,4,1,,,1,-0.547264,-0.593948
98,89,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,0.4,2,1,,,1,-1.0329112,-0.935714828
99,89,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
100,89,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
101,89,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,0,,,,,,0,-0.74939,-0.45953
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,6.5,8,2,,,1,-0.460655,-0.53056
103,90,S,BOER,BOER,BOGR,Live,Away,4,30-Sep-14,0,,,,,,0,-0.74939,-0.45953
104,90,S,BOER,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
105,90,S,BOER,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,5.6,17,4,,,1,-0.5633568,-0.749407592
106,90,S,BOER,BOGR,BOER,Live,Away,4,30-Sep-14,1,1.4,8,3,,,1,-0.9318282,-0.811356898
107,90,S,BOER,BOGR,BOGR,Live,Home,4,30-Sep-14,1,12.7,14,4,,,1,-0.176801,-0.593232
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,0.2,3,1,,,1,-0.654646,-0.410072
109,93,D,NA,BOER,BOGR,Live,Away,4,30-Sep-14,0,,,,,,0,-0.74939,-0.45953
110,93,D,NA,BOER,BOER,Live,Home,4,30-Sep-14,1,8.1,16,5,,,1,-0.3409613,-0.687352767
111,93,D,NA,BOER,BOER,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
112,93,D,NA,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
113,93,D,NA,BOGR,BOGR,Live,Home,4,30-Sep-14,1,1,4,2,,,1,-0.55014,-0.37733
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,1,0.2,2,1,,,1,-0.654646,-0.410072
115,95,S,BOER,BOER,BOGR,Live,Away,4,30-Sep-14,0,,,,,,0,-0.74939,-0.45953
116,95,S,BOER,BOER,BOER,Live,Home,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
117,95,S,BOER,BOER,BOER,Sterile,Sterile,4,30-Sep-14,1,7.8,18,8,,,1,-0.3440054,-0.500704146
118,95,S,BOER,BOGR,BOER,Live,Away,4,30-Sep-14,0,,,,,,0,-1.07486,-0.9979
119,95,S,BOER,BOGR,BOGR,Live,Home,4,30-Sep-14,1,4.1,4,1,,,1,-0.591193,-0.518726
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,4,30-Sep-14,0,,,,,,0,-0.74939,-0.45953
1,19,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,11.9,14,3,,,1,-0.281307,-0.625974
2,19,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,6.6,10,3,,,1,-0.4850078,-0.811679662
3,19,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,1.5,3,1,,,1,-0.9383915,-0.935783105
4,19,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,1,2.1,2,1,,,1,-0.8868353,-0.935820347
5,19,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,13.7,29,8,,,1,0.205429,-0.400972
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,7.8,6,1,,,1,-0.530994,-0.621808
7,23,S,BOGR,BOER,BOGR,Live,Away,5,15-Oct-14,1,17.6,22,4,,,1,-0.097078,-0.729746
8,23,S,BOGR,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,9.8,39,12,,,1,-0.1418394,-0.251988286
10,23,S,BOGR,BOGR,BOER,Live,Away,5,15-Oct-14,1,8.8,30,8,,,1,-0.2580784,-0.500766216
11,23,S,BOGR,BOGR,BOGR,Live,Home,5,15-Oct-14,1,8.9,27,11,,,1,0.401803,-0.102154
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,4,9,3,,,1,-0.40984,-0.40588
13,34,S,BOGR,BOER,BOGR,Live,Away,5,15-Oct-14,1,12.4,13,2,,,1,-0.364662,-0.694934
14,34,S,BOGR,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
16,34,S,BOGR,BOGR,BOER,Live,Away,5,15-Oct-14,1,10.3,24,9,,,1,-0.1216099,-0.438649321
17,34,S,BOGR,BOGR,BOGR,Live,Home,5,15-Oct-14,1,10.2,18,5,,,1,-0.125986,-0.468552
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,6.7,8,2,,,1,-0.457401,-0.536132
19,36,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,15.9,13,2,,,1,-0.307717,-0.792444
20,36,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,7.3,14,4,,,1,-0.4172809,-0.749513111
21,36,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
22,36,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,1,11.7,16,3,,,1,-0.0467801,-0.811996219
23,36,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,25.4,8,1,,,1,-0.244642,-1.112144
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,10.8,54,13,,,1,0.615696,-0.045028
25,49,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,11.6,21,6,,,1,-0.011718,-0.452526
26,49,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,9.2,22,4,,,1,-0.2540196,-0.749631044
27,49,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
28,49,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
29,49,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,14,27,7,,,1,0.11882,-0.46436
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,5.7,6,1,,,1,-0.565161,-0.563302
31,50,S,BOGR,BOER,BOGR,Live,Away,5,15-Oct-14,1,13.6,22,6,,,1,0.020822,-0.508246
32,50,S,BOGR,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,7.4,41,11,,,1,-0.3556422,-0.314049318
34,50,S,BOGR,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,,-1.07486,-0.9979
35,50,S,BOGR,BOGR,BOGR,Live,Home,5,15-Oct-14,1,11.9,6,1,,,1,-0.464287,-0.736034
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,15,16,4,,,1,-0.13938,-0.65731
37,52,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,9.9,8,1,,,1,-0.496827,-0.680314
38,52,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,11.3,15,5,,,1,-0.0659949,-0.687551391
39,52,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,,,,,,,,-1.07486,-0.9979
40,52,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,1,15.9,23,5,,,1,0.3292693,-0.687836913
41,52,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,11.4,24,5,,,1,-0.106462,-0.501984
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,5.3,13,5,,,1,-0.205709,-0.332038
43,53,S,BOER,BOER,BOGR,Live,Away,5,15-Oct-14,1,26,58,16,,,1,1.13747,-0.30341
44,53,S,BOER,BOER,BOER,Live,Home,5,15-Oct-14,1,11.9,19,5,,,1,-0.0144387,-0.687588633
45,53,S,BOER,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,5.3,6,2,,,1,-0.6042909,-0.873808971
46,53,S,BOER,BOGR,BOER,Live,Away,5,15-Oct-14,1,12,14,3,,,1,-0.021002,-0.81201484
47,53,S,BOER,BOGR,BOGR,Live,Home,5,15-Oct-14,1,18.4,21,7,,,1,0.190408,-0.586944
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,9.5,9,1,,,1,-0.503335,-0.66917
49,55,S,BOER,BOER,BOGR,Live,Away,5,15-Oct-14,1,17.5,57,22,,,1,1.548115,0.26358
50,55,S,BOER,BOER,BOER,Live,Home,5,15-Oct-14,1,5.3,18,5,,,1,-0.5815569,-0.687178971
51,55,S,BOER,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,3.4,13,3,,,1,-0.7599742,-0.811481038
52,55,S,BOER,BOGR,BOER,Live,Away,5,15-Oct-14,1,7,24,6,,,1,-0.427903,-0.62507449
53,55,S,BOER,BOGR,BOGR,Live,Home,5,15-Oct-14,1,13.1,5,1,,,1,-0.444763,-0.769466
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,23.9,38,12,,,1,0.737343,-0.465024
55,56,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,10.5,30,9,,,1,0.244855,-0.25679
56,56,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,15,15,2,,,1,0.229201,-0.87441105
57,56,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,17.3,30,9,,,1,0.4798791,-0.439083811
58,56,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
59,56,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,25.2,45,14,,,1,0.941474,-0.391182
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,20.8,65,19,,,1,1.327336,0.006552
61,59,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,9.6,12,3,,,1,-0.318728,-0.561896
62,59,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
63,59,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,13,17,4,,,1,0.072503,-0.74986691
64,59,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,1,9.6,11,3,,,1,-0.2272268,-0.811865872
65,59,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,15.6,29,10,,,1,0.419322,-0.343846
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,7.7,5,1,,,1,-0.532621,-0.619022
67,61,S,BOGR,BOER,BOGR,Live,Away,5,15-Oct-14,1,19.5,69,23,,,1,1.672145,0.26289
68,61,S,BOGR,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
69,61,S,BOGR,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
70,61,S,BOGR,BOGR,BOER,Live,Away,5,15-Oct-14,1,9,23,6,,,1,-0.256049,-0.62519863
71,61,S,BOGR,BOGR,BOGR,Live,Home,5,15-Oct-14,1,28.9,13,3,,,1,-0.004717,-1.099594
72,61,S,BOGR,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-0.74939,-0.45953
73,67,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,12.9,8,2,,,1,-0.356527,-0.708864
74,67,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
75,67,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
76,67,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,1,9.5,21,6,,,1,-0.2130855,-0.625229665
77,67,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,5.5,4,1,,,1,-0.568415,-0.55773
78,67,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,9.1,8,2,,,1,-0.418353,-0.602996
79,69,S,BOGR,BOER,BOGR,Live,Away,5,15-Oct-14,1,12.9,11,3,,,1,-0.265037,-0.653834
80,69,S,BOGR,BOER,BOER,Live,Home,5,15-Oct-14,1,5.5,7,1,,,1,-0.5946835,-0.936031385
81,69,S,BOGR,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,6.9,10,3,,,1,-0.4592297,-0.811698283
82,69,S,BOGR,BOGR,BOER,Live,Away,5,15-Oct-14,1,8.8,24,8,,,1,-0.2580784,-0.500766216
83,69,S,BOGR,BOGR,BOGR,Live,Home,5,15-Oct-14,1,6.3,35,12,,,1,0.450991,0.025312
84,69,S,BOGR,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,8.2,28,11,,,1,0.390414,-0.082652
85,77,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,6.1,16,4,,,1,-0.284183,-0.409356
86,77,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,5.9,12,2,,,1,-0.5527347,-0.873846213
87,77,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
88,77,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
89,77,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,1.8,2,1,,,1,-0.628614,-0.454648
90,77,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,6.6,11,2,,,1,-0.459028,-0.533346
91,79,S,BOER,BOER,BOGR,Live,Away,5,15-Oct-14,1,14.9,22,7,,,1,0.133463,-0.489434
92,79,S,BOER,BOER,BOER,Live,Home,5,15-Oct-14,1,8.4,8,1,,,1,-0.3454952,-0.936211388
93,79,S,BOER,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,7.5,13,4,,,1,-0.4000955,-0.749525525
94,79,S,BOER,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
95,79,S,BOER,BOGR,BOGR,Live,Home,5,15-Oct-14,1,14.2,8,2,,,1,-0.335376,-0.745082
96,79,S,BOER,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,7,10,3,,,1,-0.36103,-0.48946
97,89,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,1,7,5,1,,,1,-0.54401,-0.59952
98,89,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,1.3,3,1,,,1,-0.9555769,-0.935770691
99,89,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
100,89,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
101,89,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,0,,,,,,0,-0.74939,-0.45953
102,89,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,6.3,7,3,,,1,-0.372419,-0.469958
103,90,S,BOER,BOER,BOGR,Live,Away,5,15-Oct-14,0,,,,,,0,-0.74939,-0.45953
104,90,S,BOER,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
105,90,S,BOER,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,5.8,15,5,,,1,-0.5385934,-0.687210006
106,90,S,BOER,BOGR,BOER,Live,Away,5,15-Oct-14,1,1.5,8,3,,,1,-0.9232355,-0.811363105
107,90,S,BOER,BOGR,BOGR,Live,Home,5,15-Oct-14,1,12.7,20,6,,,1,0.006179,-0.483172
108,90,S,BOER,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,1.7,5,3,,,1,-0.447261,-0.341802
109,93,D,NA,BOER,BOGR,Live,Away,5,15-Oct-14,0,,,,,,0,-0.74939,-0.45953
110,93,D,NA,BOER,BOER,Live,Home,5,15-Oct-14,1,7.8,22,6,,,1,-0.3591614,-0.625124146
111,93,D,NA,BOER,BOER,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
112,93,D,NA,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
113,93,D,NA,BOGR,BOGR,Live,Home,5,15-Oct-14,1,1.2,5,2,,,1,-0.546886,-0.382902
114,93,D,NA,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,1,1.3,5,3,,,1,-0.453769,-0.330658
115,95,S,BOER,BOER,BOGR,Live,Away,5,15-Oct-14,0,,,,,,0,-0.74939,-0.45953
116,95,S,BOER,BOER,BOER,Live,Home,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
117,95,S,BOER,BOER,BOER,Sterile,Sterile,5,15-Oct-14,1,7.6,16,5,,,1,-0.3839248,-0.687321732
118,95,S,BOER,BOGR,BOER,Live,Away,5,15-Oct-14,0,,,,,,0,-1.07486,-0.9979
119,95,S,BOER,BOGR,BOGR,Live,Home,5,15-Oct-14,1,3.9,5,1,,,1,-0.594447,-0.513154
120,95,S,BOER,BOGR,BOGR,Sterile,Sterile,5,15-Oct-14,0,,,,,,0,-0.74939,-0.45953
1,19,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,12,15,3,,,1,-0.27968,-0.62876
2,19,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,7.3,17,5,,,1,-0.4097029,-0.687303111
3,19,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,2.2,4,1,,,1,-0.8782426,-0.935826554
4,19,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,1,2.2,4,1,,,1,-0.8782426,-0.935826554
5,19,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,13.9,35,10,,,1,0.391663,-0.296484
6,19,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,8,8,1,,,1,-0.52774,-0.62738
7,23,S,BOGR,BOER,BOGR,Live,Away,6,28-Oct-14,1,17.6,27,6,,,1,0.085902,-0.619686
8,23,S,BOGR,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
9,23,S,BOGR,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,10.1,46,13,,,1,-0.1084833,-0.189796907
10,23,S,BOGR,BOGR,BOER,Live,Away,6,28-Oct-14,1,8.7,25,8,,,1,-0.2666711,-0.500760009
11,23,S,BOGR,BOGR,BOGR,Live,Home,6,28-Oct-14,1,8.8,29,11,,,1,0.400176,-0.099368
12,23,S,BOGR,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,4.2,11,3,,,1,-0.406586,-0.411452
13,34,S,BOGR,BOER,BOGR,Live,Away,6,28-Oct-14,1,12.9,12,2,,,1,-0.356527,-0.708864
14,34,S,BOGR,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
15,34,S,BOGR,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
16,34,S,BOGR,BOGR,BOER,Live,Away,6,28-Oct-14,1,10.1,26,9,,,1,-0.1387953,-0.438636907
17,34,S,BOGR,BOGR,BOGR,Live,Home,6,28-Oct-14,1,10.4,17,5,,,1,-0.122732,-0.474124
18,34,S,BOGR,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,6.5,11,3,,,1,-0.369165,-0.47553
19,36,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,15.7,12,2,,,1,-0.310971,-0.786872
20,36,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,7.3,12,4,,,1,-0.4172809,-0.749513111
21,36,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
22,36,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,1,12.3,18,3,,,1,0.0047761,-0.812033461
23,36,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,25.5,7,1,,,1,-0.243015,-1.11493
24,36,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,10.7,49,15,,,1,0.797049,0.067818
25,49,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,11.8,28,8,,,1,0.174516,-0.348038
26,49,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,9.1,22,4,,,1,-0.2626123,-0.749624837
27,49,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
28,49,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
29,49,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,10.5,31,11,,,1,0.427835,-0.14673
30,49,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,5.8,7,1,,,1,-0.563534,-0.566088
31,50,S,BOGR,BOER,BOGR,Live,Away,6,28-Oct-14,1,13.7,29,6,,,1,0.022449,-0.511032
32,50,S,BOGR,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
33,50,S,BOGR,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,10,41,12,,,1,-0.124654,-0.2520007
34,50,S,BOGR,BOGR,BOER,Live,Away,6,28-Oct-14,,,,,,,,-1.07486,-0.9979
35,50,S,BOGR,BOGR,BOGR,Live,Home,6,28-Oct-14,1,11.8,7,3,,,1,-0.282934,-0.623188
36,50,S,BOGR,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,14.9,13,5,,,1,-0.049517,-0.599494
37,52,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,10.1,10,1,,,1,-0.493573,-0.685886
38,52,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,11.4,19,5,,,1,-0.0574022,-0.687557598
39,52,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,,,,,,,,-1.07486,-0.9979
40,52,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,1,15.7,28,5,,,1,0.3120839,-0.687824499
41,52,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,11.6,22,7,,,1,0.079772,-0.397496
42,52,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,6.2,16,6,,,1,-0.099576,-0.302082
43,53,S,BOER,BOER,BOGR,Live,Away,6,28-Oct-14,1,25.5,62,16,,,1,1.129335,-0.28948
44,53,S,BOER,BOER,BOER,Live,Home,6,28-Oct-14,1,12.3,16,5,,,1,0.0199321,-0.687613461
45,53,S,BOER,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,5.2,8,2,,,1,-0.6128836,-0.873802764
46,53,S,BOER,BOGR,BOER,Live,Away,6,28-Oct-14,1,12.9,12,3,,,1,0.0563323,-0.812070703
47,53,S,BOER,BOGR,BOGR,Live,Home,6,28-Oct-14,1,18.6,21,7,,,1,0.193662,-0.592516
48,53,S,BOER,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,9.2,12,4,,,1,-0.233746,-0.495722
49,55,S,BOER,BOER,BOGR,Live,Away,6,28-Oct-14,1,17.5,58,18,,,1,1.182155,0.04346
50,55,S,BOER,BOER,BOER,Live,Home,6,28-Oct-14,1,5.4,24,7,,,1,-0.5578082,-0.562765178
51,55,S,BOER,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,3.9,22,7,,,1,-0.6866987,-0.562672073
52,55,S,BOER,BOGR,BOER,Live,Away,6,28-Oct-14,1,7.1,28,8,,,1,-0.4041543,-0.500660697
53,55,S,BOER,BOGR,BOGR,Live,Home,6,28-Oct-14,1,13.2,5,1,,,1,-0.443136,-0.772252
54,55,S,BOER,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,22.8,47,12,,,1,0.719446,-0.434378
55,56,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,10.8,31,9,,,1,0.249736,-0.265148
56,56,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,1,15.2,19,2,,,1,0.2463864,-0.874423464
57,56,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,15.4,27,9,,,1,0.3166178,-0.438965878
58,56,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
59,56,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,25.5,47,15,,,1,1.037845,-0.34451
60,56,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,21.8,79,24,,,1,1.801056,0.253842
61,59,D,NA,BOER,BOGR,Live,Away,6,28-Oct-14,1,10,14,3,,,1,-0.31222,-0.57304
62,59,D,NA,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
63,59,D,NA,BOER,BOER,Sterile,Sterile,6,28-Oct-14,1,12.5,20,4,,,1,0.0295395,-0.749835875
64,59,D,NA,BOGR,BOER,Live,Away,6,28-Oct-14,1,9.7,13,4,,,1,-0.2110561,-0.749662079
65,59,D,NA,BOGR,BOGR,Live,Home,6,28-Oct-14,1,15.5,34,9,,,1,0.326205,-0.39609
66,59,D,NA,BOGR,BOGR,Sterile,Sterile,6,28-Oct-14,1,7.2,8,1,,,1,-0.540756,-0.605092
67,61,S,BOGR,BOER,BOGR,Live,Away,6,28-Oct-14,1,19.5,115,27,,,1,2.038105,0.48301
68,61,S,BOGR,BOER,BOER,Live,Home,6,28-Oct-14,0,,,,,,0,-1.07486,-0.9979
